job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skills_list
AI00161,Data Engineer,157066,CHF,MI,PT,Switzerland,L,Sweden,0,"GCP, Docker, NLP, Data Visualization",PhD,2,Transportation,2024-05-01,2024-05-26,887,9.0,Neural Networks Co,"['GCP', 'Docker', 'NLP', 'Data Visualization']"
AI00162,Data Scientist,57299,USD,EN,CT,Israel,M,Israel,0,"PyTorch, Spark, TensorFlow",Bachelor,1,Retail,2024-01-17,2024-02-19,794,7.8,DataVision Ltd,"['PyTorch', 'Spark', 'TensorFlow']"
AI00163,Data Engineer,176844,CAD,EX,FL,Canada,L,France,50,"Linux, Scala, Tableau",PhD,10,Telecommunications,2024-06-08,2024-07-19,577,5.4,Digital Transformation LLC,"['Linux', 'Scala', 'Tableau']"
AI00164,AI Research Scientist,64892,CAD,EN,CT,Canada,M,Canada,50,"Kubernetes, Scala, Azure, Computer Vision",Associate,1,Transportation,2024-11-05,2025-01-03,1645,5.7,Algorithmic Solutions,"['Kubernetes', 'Scala', 'Azure', 'Computer Vision']"
AI00165,AI Specialist,63024,EUR,EN,CT,Austria,L,Austria,0,"Git, Statistics, Data Visualization",Bachelor,1,Gaming,2024-04-04,2024-05-05,1745,9.2,Algorithmic Solutions,"['Git', 'Statistics', 'Data Visualization']"
AI00166,Principal Data Scientist,136695,CHF,MI,FL,Switzerland,S,Switzerland,50,"Linux, GCP, Tableau, Java",Bachelor,2,Gaming,2024-12-10,2024-12-27,1424,5.9,Algorithmic Solutions,"['Linux', 'GCP', 'Tableau', 'Java']"
AI00167,Data Scientist,69744,USD,EN,PT,South Korea,L,South Korea,50,"Python, Docker, Tableau",Associate,1,Telecommunications,2024-12-30,2025-01-22,1077,8.4,Autonomous Tech,"['Python', 'Docker', 'Tableau']"
AI00168,AI Specialist,135137,EUR,EX,FL,Austria,M,Austria,0,"Kubernetes, GCP, Data Visualization",PhD,18,Finance,2024-04-06,2024-05-17,1590,5.4,TechCorp Inc,"['Kubernetes', 'GCP', 'Data Visualization']"
AI00169,Computer Vision Engineer,143037,USD,EX,FL,Sweden,S,Sweden,0,"Data Visualization, Linux, Azure, Java",PhD,13,Manufacturing,2024-05-24,2024-07-07,775,9.5,Autonomous Tech,"['Data Visualization', 'Linux', 'Azure', 'Java']"
AI00170,Machine Learning Engineer,113068,GBP,SE,FT,United Kingdom,M,United Kingdom,100,"Docker, Scala, Java, Data Visualization, Kubernetes",Master,9,Gaming,2024-06-10,2024-07-05,1805,6.6,Machine Intelligence Group,"['Docker', 'Scala', 'Java', 'Data Visualization', 'Kubernetes']"
AI00171,AI Software Engineer,113917,GBP,SE,PT,United Kingdom,S,Russia,0,"SQL, Kubernetes, GCP",Master,9,Government,2024-10-07,2024-10-26,1720,7.3,Future Systems,"['SQL', 'Kubernetes', 'GCP']"
AI00172,Head of AI,80311,USD,EX,PT,India,M,India,50,"Git, GCP, Computer Vision, Kubernetes, Docker",Bachelor,13,Finance,2025-01-17,2025-03-11,1052,5.0,Smart Analytics,"['Git', 'GCP', 'Computer Vision', 'Kubernetes', 'Docker']"
AI00173,Autonomous Systems Engineer,160261,EUR,SE,CT,Germany,L,Germany,50,"AWS, Linux, Scala, GCP, Python",Associate,6,Education,2024-02-26,2024-04-16,748,9.9,Smart Analytics,"['AWS', 'Linux', 'Scala', 'GCP', 'Python']"
AI00174,Research Scientist,152241,CHF,SE,FL,Switzerland,S,Switzerland,50,"Kubernetes, SQL, Git, PyTorch, Computer Vision",Bachelor,8,Gaming,2024-04-05,2024-06-05,1807,5.9,AI Innovations,"['Kubernetes', 'SQL', 'Git', 'PyTorch', 'Computer Vision']"
AI00175,Research Scientist,74172,USD,MI,CT,Israel,M,Israel,100,"Statistics, Kubernetes, GCP, Spark",PhD,2,Government,2024-01-24,2024-03-22,1780,7.5,Algorithmic Solutions,"['Statistics', 'Kubernetes', 'GCP', 'Spark']"
AI00176,Computer Vision Engineer,105632,USD,MI,FL,Finland,L,Norway,100,"AWS, R, MLOps",Bachelor,3,Government,2025-01-03,2025-01-30,2376,9.4,Machine Intelligence Group,"['AWS', 'R', 'MLOps']"
AI00177,Principal Data Scientist,89515,SGD,MI,CT,Singapore,L,South Africa,100,"PyTorch, NLP, Computer Vision",Associate,4,Gaming,2025-01-17,2025-03-29,2328,7.4,DataVision Ltd,"['PyTorch', 'NLP', 'Computer Vision']"
AI00178,AI Software Engineer,102319,USD,MI,FL,Denmark,M,Colombia,50,"Deep Learning, Mathematics, Data Visualization, NLP",Associate,4,Energy,2024-07-14,2024-08-01,1939,6.2,Cognitive Computing,"['Deep Learning', 'Mathematics', 'Data Visualization', 'NLP']"
AI00179,AI Software Engineer,110536,USD,MI,CT,Denmark,M,France,50,"SQL, Spark, Mathematics, Linux, TensorFlow",Associate,2,Real Estate,2024-05-01,2024-06-22,1559,5.4,DeepTech Ventures,"['SQL', 'Spark', 'Mathematics', 'Linux', 'TensorFlow']"
AI00180,NLP Engineer,176372,USD,SE,FL,Denmark,S,Denmark,0,"SQL, AWS, Computer Vision",Bachelor,5,Technology,2024-05-02,2024-07-05,729,8.0,AI Innovations,"['SQL', 'AWS', 'Computer Vision']"
AI00181,AI Software Engineer,58111,EUR,EN,FT,Austria,S,Austria,100,"Docker, Linux, Java",Bachelor,0,Finance,2024-01-20,2024-02-17,889,5.6,Digital Transformation LLC,"['Docker', 'Linux', 'Java']"
AI00182,AI Product Manager,39802,USD,SE,PT,India,M,Spain,100,"Git, Hadoop, Linux",Associate,8,Consulting,2024-02-05,2024-03-06,2046,8.3,Digital Transformation LLC,"['Git', 'Hadoop', 'Linux']"
AI00183,Head of AI,147385,EUR,SE,FL,France,L,Denmark,50,"Java, Statistics, AWS, Scala",Master,9,Consulting,2024-03-08,2024-03-25,1576,8.6,Cloud AI Solutions,"['Java', 'Statistics', 'AWS', 'Scala']"
AI00184,Research Scientist,118122,USD,EN,FT,Denmark,L,Denmark,0,"Git, Scala, MLOps, Docker, Hadoop",Associate,0,Automotive,2024-07-20,2024-09-06,2018,9.3,Cloud AI Solutions,"['Git', 'Scala', 'MLOps', 'Docker', 'Hadoop']"
AI00185,AI Architect,75225,AUD,EN,FT,Australia,L,Russia,100,"Deep Learning, MLOps, Linux",Master,0,Real Estate,2024-10-10,2024-11-26,2399,7.5,Machine Intelligence Group,"['Deep Learning', 'MLOps', 'Linux']"
AI00186,AI Research Scientist,48325,CAD,EN,FL,Canada,M,Canada,100,"Spark, TensorFlow, Hadoop",Associate,0,Manufacturing,2025-03-26,2025-06-07,1523,6.2,Algorithmic Solutions,"['Spark', 'TensorFlow', 'Hadoop']"
AI00187,Data Scientist,64973,USD,EN,CT,Sweden,L,Sweden,0,"Git, Spark, NLP, MLOps",Master,0,Energy,2024-03-08,2024-04-24,1016,6.4,AI Innovations,"['Git', 'Spark', 'NLP', 'MLOps']"
AI00188,Computer Vision Engineer,78182,AUD,MI,PT,Australia,M,Australia,50,"Hadoop, Docker, Computer Vision, Linux",Associate,4,Retail,2024-03-22,2024-05-22,1582,7.9,Cloud AI Solutions,"['Hadoop', 'Docker', 'Computer Vision', 'Linux']"
AI00189,Data Analyst,357875,USD,EX,PT,Norway,L,Norway,50,"Git, AWS, Linux, Tableau, Java",Associate,10,Retail,2024-01-19,2024-02-27,1044,8.0,Advanced Robotics,"['Git', 'AWS', 'Linux', 'Tableau', 'Java']"
AI00190,AI Software Engineer,61953,USD,SE,FT,India,L,India,50,"AWS, NLP, Tableau, SQL, PyTorch",Associate,8,Finance,2024-08-20,2024-10-14,1469,6.3,Advanced Robotics,"['AWS', 'NLP', 'Tableau', 'SQL', 'PyTorch']"
AI00191,AI Product Manager,236982,USD,EX,FL,Denmark,L,Poland,0,"AWS, Kubernetes, Tableau",Master,10,Gaming,2025-03-20,2025-04-03,597,5.1,Smart Analytics,"['AWS', 'Kubernetes', 'Tableau']"
AI00192,Principal Data Scientist,90203,EUR,MI,PT,Austria,S,Austria,50,"Python, R, MLOps, GCP",PhD,3,Finance,2025-03-08,2025-05-12,1774,7.5,Autonomous Tech,"['Python', 'R', 'MLOps', 'GCP']"
AI00193,NLP Engineer,109984,JPY,SE,CT,Japan,S,Switzerland,0,"Data Visualization, Linux, SQL",Associate,7,Energy,2024-08-07,2024-08-31,1535,8.0,DeepTech Ventures,"['Data Visualization', 'Linux', 'SQL']"
AI00194,AI Specialist,146371,CAD,EX,PT,Canada,S,Ireland,100,"MLOps, Python, Scala, Docker",PhD,14,Healthcare,2024-11-15,2024-12-17,2313,5.4,Machine Intelligence Group,"['MLOps', 'Python', 'Scala', 'Docker']"
AI00195,Deep Learning Engineer,268088,EUR,EX,PT,Netherlands,M,Netherlands,0,"NLP, AWS, Tableau, Scala, Computer Vision",Associate,10,Finance,2024-11-04,2024-12-21,1385,9.5,Predictive Systems,"['NLP', 'AWS', 'Tableau', 'Scala', 'Computer Vision']"
AI00196,Data Engineer,97647,GBP,MI,CT,United Kingdom,S,Norway,50,"Java, Data Visualization, Scala, R",PhD,4,Government,2024-02-27,2024-04-08,1305,6.2,DeepTech Ventures,"['Java', 'Data Visualization', 'Scala', 'R']"
AI00197,Principal Data Scientist,221711,EUR,EX,FT,Germany,S,Turkey,0,"TensorFlow, Kubernetes, NLP, PyTorch",Bachelor,17,Gaming,2025-01-14,2025-03-16,1652,8.9,Machine Intelligence Group,"['TensorFlow', 'Kubernetes', 'NLP', 'PyTorch']"
AI00198,Data Scientist,78716,EUR,EN,PT,Germany,L,Germany,100,"Azure, Statistics, Kubernetes, Java",Bachelor,0,Automotive,2024-07-12,2024-08-13,2401,8.2,DataVision Ltd,"['Azure', 'Statistics', 'Kubernetes', 'Java']"
AI00199,Principal Data Scientist,169717,CHF,SE,CT,Switzerland,S,Switzerland,50,"Spark, Scala, PyTorch, Statistics",Master,5,Education,2024-03-07,2024-04-03,1003,9.5,DeepTech Ventures,"['Spark', 'Scala', 'PyTorch', 'Statistics']"
AI00200,Data Analyst,92798,EUR,MI,CT,Austria,L,Austria,50,"Linux, Kubernetes, SQL, Git",PhD,4,Consulting,2024-09-07,2024-11-12,1685,6.4,Neural Networks Co,"['Linux', 'Kubernetes', 'SQL', 'Git']"
AI00201,AI Product Manager,37177,USD,MI,FL,China,S,China,0,"R, AWS, Hadoop, Spark",Associate,2,Automotive,2024-06-13,2024-08-25,869,6.1,Digital Transformation LLC,"['R', 'AWS', 'Hadoop', 'Spark']"
AI00202,Data Analyst,85505,USD,MI,CT,Israel,S,Israel,50,"Java, Linux, R",Bachelor,4,Gaming,2025-01-21,2025-03-28,1983,5.1,Future Systems,"['Java', 'Linux', 'R']"
AI00203,Robotics Engineer,113625,EUR,MI,FT,France,L,France,100,"R, Python, Data Visualization, Scala",Associate,3,Automotive,2024-12-13,2025-01-02,2036,5.8,Advanced Robotics,"['R', 'Python', 'Data Visualization', 'Scala']"
AI00204,ML Ops Engineer,121846,AUD,SE,PT,Australia,L,Australia,50,"NLP, AWS, Docker, Python",Master,6,Retail,2025-02-06,2025-04-20,2213,7.4,DeepTech Ventures,"['NLP', 'AWS', 'Docker', 'Python']"
AI00205,Robotics Engineer,115136,JPY,MI,FT,Japan,M,Japan,50,"Scala, Python, Mathematics",Bachelor,3,Finance,2024-08-09,2024-09-03,1542,6.3,Neural Networks Co,"['Scala', 'Python', 'Mathematics']"
AI00206,Data Scientist,265646,EUR,EX,FT,France,L,Canada,0,"PyTorch, Computer Vision, SQL, AWS",Bachelor,16,Healthcare,2024-12-28,2025-01-11,1473,9.4,Predictive Systems,"['PyTorch', 'Computer Vision', 'SQL', 'AWS']"
AI00207,AI Consultant,92726,CHF,EN,FT,Switzerland,L,Switzerland,0,"Kubernetes, R, GCP, MLOps, Mathematics",Bachelor,0,Telecommunications,2024-09-22,2024-11-17,2013,9.8,AI Innovations,"['Kubernetes', 'R', 'GCP', 'MLOps', 'Mathematics']"
AI00208,Research Scientist,50607,USD,EN,FL,Israel,S,Israel,100,"Azure, Tableau, Kubernetes, Deep Learning, Computer Vision",Bachelor,0,Telecommunications,2024-06-10,2024-08-05,1801,8.6,Autonomous Tech,"['Azure', 'Tableau', 'Kubernetes', 'Deep Learning', 'Computer Vision']"
AI00209,Machine Learning Researcher,219875,USD,EX,PT,Sweden,L,Sweden,50,"NLP, Kubernetes, Tableau, Linux, R",Master,15,Automotive,2024-09-12,2024-11-15,1609,8.4,TechCorp Inc,"['NLP', 'Kubernetes', 'Tableau', 'Linux', 'R']"
AI00210,Robotics Engineer,93342,USD,EX,CT,China,M,China,100,"Spark, Python, Azure",Master,11,Transportation,2025-02-15,2025-04-02,1345,7.2,AI Innovations,"['Spark', 'Python', 'Azure']"
AI00211,Data Scientist,99132,EUR,MI,FL,Netherlands,L,Netherlands,50,"Python, Linux, R",PhD,3,Government,2024-05-17,2024-06-15,2121,9.7,Advanced Robotics,"['Python', 'Linux', 'R']"
AI00212,Data Analyst,148775,SGD,SE,CT,Singapore,L,France,0,"Java, PyTorch, Scala",Associate,5,Real Estate,2024-01-07,2024-01-26,1222,6.3,Smart Analytics,"['Java', 'PyTorch', 'Scala']"
AI00213,Data Scientist,63090,USD,EN,CT,Denmark,S,Denmark,100,"AWS, MLOps, Python, Tableau, Azure",Master,0,Retail,2024-01-25,2024-03-18,1913,5.4,Neural Networks Co,"['AWS', 'MLOps', 'Python', 'Tableau', 'Azure']"
AI00214,Robotics Engineer,39782,USD,EN,CT,China,L,China,0,"Data Visualization, NLP, Python, R, Computer Vision",Bachelor,1,Transportation,2024-10-30,2025-01-04,2183,8.9,Quantum Computing Inc,"['Data Visualization', 'NLP', 'Python', 'R', 'Computer Vision']"
AI00215,AI Architect,240915,CAD,EX,PT,Canada,L,Canada,0,"TensorFlow, Java, MLOps",Master,14,Energy,2024-02-23,2024-04-17,1222,7.3,Advanced Robotics,"['TensorFlow', 'Java', 'MLOps']"
AI00216,Robotics Engineer,69061,SGD,MI,FL,Singapore,S,France,100,"Data Visualization, Linux, Tableau, Mathematics, Kubernetes",Master,4,Real Estate,2024-12-17,2025-02-01,1319,6.9,Future Systems,"['Data Visualization', 'Linux', 'Tableau', 'Mathematics', 'Kubernetes']"
AI00217,Machine Learning Engineer,146403,EUR,SE,PT,Netherlands,L,Netherlands,100,"Python, Scala, Java, Computer Vision, Azure",PhD,5,Gaming,2024-01-04,2024-02-07,1031,8.4,Algorithmic Solutions,"['Python', 'Scala', 'Java', 'Computer Vision', 'Azure']"
AI00218,AI Consultant,56884,USD,EN,CT,Finland,M,Finland,100,"Python, Mathematics, Tableau, Kubernetes",Bachelor,1,Government,2024-08-08,2024-08-24,532,9.1,Autonomous Tech,"['Python', 'Mathematics', 'Tableau', 'Kubernetes']"
AI00219,AI Consultant,172277,CHF,SE,PT,Switzerland,L,Switzerland,0,"Hadoop, Spark, Kubernetes, PyTorch, Azure",Bachelor,9,Technology,2024-08-09,2024-08-26,1725,9.7,Quantum Computing Inc,"['Hadoop', 'Spark', 'Kubernetes', 'PyTorch', 'Azure']"
AI00220,Data Engineer,254054,EUR,EX,CT,Austria,L,Austria,100,"R, Tableau, Data Visualization, Spark",Bachelor,17,Education,2024-09-26,2024-11-08,1518,9.8,Digital Transformation LLC,"['R', 'Tableau', 'Data Visualization', 'Spark']"
AI00221,Machine Learning Researcher,97442,EUR,SE,FT,Germany,S,Germany,50,"Computer Vision, Linux, TensorFlow",PhD,5,Retail,2024-07-07,2024-08-01,1164,5.5,DataVision Ltd,"['Computer Vision', 'Linux', 'TensorFlow']"
AI00222,NLP Engineer,84037,USD,EX,PT,China,S,China,50,"Computer Vision, NLP, GCP",Bachelor,19,Retail,2024-01-24,2024-02-12,2292,6.0,Autonomous Tech,"['Computer Vision', 'NLP', 'GCP']"
AI00223,Principal Data Scientist,104614,EUR,MI,CT,Netherlands,S,Netherlands,50,"SQL, Python, Linux, Computer Vision, Hadoop",Bachelor,4,Telecommunications,2024-10-10,2024-12-09,1895,7.9,Digital Transformation LLC,"['SQL', 'Python', 'Linux', 'Computer Vision', 'Hadoop']"
AI00224,Data Scientist,103566,USD,SE,CT,Finland,S,Finland,100,"Git, Linux, Java, Statistics",Bachelor,7,Manufacturing,2024-01-09,2024-03-04,1777,8.0,Predictive Systems,"['Git', 'Linux', 'Java', 'Statistics']"
AI00225,Autonomous Systems Engineer,69417,USD,EN,CT,Ireland,L,Canada,50,"Data Visualization, Java, Docker, Kubernetes",Master,0,Energy,2024-04-22,2024-05-12,1887,9.4,Cloud AI Solutions,"['Data Visualization', 'Java', 'Docker', 'Kubernetes']"
AI00226,AI Product Manager,27748,USD,EN,FT,China,S,Israel,100,"NLP, Java, TensorFlow",Master,0,Automotive,2024-12-09,2025-02-03,1984,5.8,Autonomous Tech,"['NLP', 'Java', 'TensorFlow']"
AI00227,NLP Engineer,245370,USD,EX,FL,Sweden,M,Sweden,100,"Tableau, Java, TensorFlow",Master,14,Real Estate,2024-03-17,2024-04-03,2030,8.4,Cognitive Computing,"['Tableau', 'Java', 'TensorFlow']"
AI00228,AI Software Engineer,86794,JPY,MI,FL,Japan,S,Japan,50,"Scala, SQL, Hadoop, Statistics, GCP",Bachelor,4,Finance,2025-02-25,2025-04-25,1875,8.2,Cloud AI Solutions,"['Scala', 'SQL', 'Hadoop', 'Statistics', 'GCP']"
AI00229,Computer Vision Engineer,58554,USD,EN,FT,Ireland,S,Ireland,0,"Linux, Java, R, SQL, Mathematics",Master,1,Healthcare,2024-11-20,2024-12-22,2448,9.3,Cognitive Computing,"['Linux', 'Java', 'R', 'SQL', 'Mathematics']"
AI00230,AI Specialist,152077,GBP,SE,FT,United Kingdom,L,Canada,50,"Kubernetes, Git, Statistics",PhD,6,Automotive,2024-01-30,2024-03-20,2336,9.6,Cognitive Computing,"['Kubernetes', 'Git', 'Statistics']"
AI00231,Data Scientist,152349,JPY,EX,FT,Japan,S,Japan,50,"MLOps, Scala, Java",Associate,10,Healthcare,2024-08-04,2024-09-30,1703,5.5,Quantum Computing Inc,"['MLOps', 'Scala', 'Java']"
AI00232,Deep Learning Engineer,155935,USD,EX,FL,Israel,S,Ghana,50,"Python, Hadoop, Git",Associate,17,Retail,2025-03-25,2025-04-27,661,8.8,Predictive Systems,"['Python', 'Hadoop', 'Git']"
AI00233,Deep Learning Engineer,299354,CHF,EX,FL,Switzerland,S,Switzerland,100,"MLOps, Scala, Docker",Bachelor,14,Retail,2024-06-16,2024-07-31,572,6.8,Advanced Robotics,"['MLOps', 'Scala', 'Docker']"
AI00234,Autonomous Systems Engineer,112130,JPY,SE,FT,Japan,M,Japan,100,"SQL, Azure, Deep Learning",Associate,5,Energy,2024-03-14,2024-05-14,2021,9.4,Cognitive Computing,"['SQL', 'Azure', 'Deep Learning']"
AI00235,AI Product Manager,299005,GBP,EX,CT,United Kingdom,L,United Kingdom,100,"Tableau, Python, MLOps, Statistics, Computer Vision",Master,16,Transportation,2024-06-17,2024-08-17,687,9.5,Cloud AI Solutions,"['Tableau', 'Python', 'MLOps', 'Statistics', 'Computer Vision']"
AI00236,AI Product Manager,57697,JPY,EN,FL,Japan,M,Japan,100,"Python, TensorFlow, Deep Learning, MLOps",PhD,1,Energy,2024-03-23,2024-05-01,1370,9.7,DataVision Ltd,"['Python', 'TensorFlow', 'Deep Learning', 'MLOps']"
AI00237,Deep Learning Engineer,140199,SGD,EX,FT,Singapore,S,Singapore,0,"Docker, Data Visualization, Python",Associate,18,Manufacturing,2025-03-26,2025-04-22,568,6.7,Predictive Systems,"['Docker', 'Data Visualization', 'Python']"
AI00238,Computer Vision Engineer,107028,USD,EX,CT,China,M,Ghana,50,"Git, Linux, Statistics, Mathematics",PhD,11,Education,2024-10-29,2025-01-01,1172,5.8,Future Systems,"['Git', 'Linux', 'Statistics', 'Mathematics']"
AI00239,Data Analyst,48978,USD,EN,FL,South Korea,M,Switzerland,50,"Computer Vision, Kubernetes, Git",Associate,1,Gaming,2024-02-21,2024-04-21,647,7.3,Future Systems,"['Computer Vision', 'Kubernetes', 'Git']"
AI00240,Principal Data Scientist,101366,EUR,MI,FL,France,M,France,100,"Python, Data Visualization, Linux, Azure",Master,3,Manufacturing,2025-01-04,2025-01-20,1292,6.7,DataVision Ltd,"['Python', 'Data Visualization', 'Linux', 'Azure']"
AI00241,AI Research Scientist,79125,EUR,MI,CT,Netherlands,S,Netherlands,100,"Computer Vision, GCP, NLP, Statistics",PhD,4,Media,2024-03-05,2024-05-14,510,7.8,Smart Analytics,"['Computer Vision', 'GCP', 'NLP', 'Statistics']"
AI00242,Machine Learning Engineer,51110,USD,SE,FL,China,S,China,50,"TensorFlow, Mathematics, Deep Learning, Computer Vision, R",Master,6,Automotive,2024-03-22,2024-05-06,1861,9.8,Cloud AI Solutions,"['TensorFlow', 'Mathematics', 'Deep Learning', 'Computer Vision', 'R']"
AI00243,Data Scientist,96374,EUR,MI,PT,Germany,S,Germany,0,"Deep Learning, SQL, Git, PyTorch",Associate,3,Retail,2024-05-08,2024-06-08,744,8.8,TechCorp Inc,"['Deep Learning', 'SQL', 'Git', 'PyTorch']"
AI00244,Autonomous Systems Engineer,92286,SGD,EN,PT,Singapore,L,Singapore,100,"AWS, Java, Python, Mathematics",PhD,0,Energy,2025-02-04,2025-04-05,830,8.3,Advanced Robotics,"['AWS', 'Java', 'Python', 'Mathematics']"
AI00245,Data Scientist,102456,USD,SE,FL,Sweden,S,Sweden,100,"PyTorch, Git, R, Azure",PhD,7,Education,2024-08-31,2024-11-12,552,6.9,Algorithmic Solutions,"['PyTorch', 'Git', 'R', 'Azure']"
AI00246,ML Ops Engineer,138420,USD,EX,CT,Sweden,M,Sweden,50,"PyTorch, Docker, Data Visualization, GCP, TensorFlow",PhD,17,Transportation,2024-02-13,2024-03-21,1582,5.3,DataVision Ltd,"['PyTorch', 'Docker', 'Data Visualization', 'GCP', 'TensorFlow']"
AI00247,AI Software Engineer,203654,CAD,EX,PT,Canada,L,Canada,100,"SQL, Kubernetes, Computer Vision, GCP",PhD,12,Retail,2024-01-19,2024-03-23,1049,8.1,Advanced Robotics,"['SQL', 'Kubernetes', 'Computer Vision', 'GCP']"
AI00248,Robotics Engineer,121706,EUR,SE,FT,Austria,L,Austria,50,"Hadoop, Data Visualization, Python, TensorFlow, Mathematics",PhD,8,Real Estate,2024-12-31,2025-02-23,2066,9.1,Neural Networks Co,"['Hadoop', 'Data Visualization', 'Python', 'TensorFlow', 'Mathematics']"
AI00249,AI Software Engineer,112939,SGD,SE,CT,Singapore,S,Netherlands,0,"R, Azure, Computer Vision, Deep Learning",PhD,9,Consulting,2024-10-30,2024-11-21,2008,10.0,Smart Analytics,"['R', 'Azure', 'Computer Vision', 'Deep Learning']"
AI00250,AI Software Engineer,223145,EUR,EX,CT,Germany,L,Brazil,50,"Kubernetes, Scala, MLOps, Statistics",Bachelor,19,Energy,2024-01-02,2024-01-26,2356,7.1,AI Innovations,"['Kubernetes', 'Scala', 'MLOps', 'Statistics']"
AI00251,Data Engineer,198959,AUD,EX,FT,Australia,M,Australia,0,"Spark, Python, Deep Learning, TensorFlow, Mathematics",Master,11,Telecommunications,2025-03-11,2025-04-04,1821,7.1,Neural Networks Co,"['Spark', 'Python', 'Deep Learning', 'TensorFlow', 'Mathematics']"
AI00252,Machine Learning Engineer,249841,USD,EX,CT,United States,M,United States,100,"Scala, Linux, Java, Data Visualization",Associate,14,Healthcare,2024-01-08,2024-01-29,2130,7.0,Machine Intelligence Group,"['Scala', 'Linux', 'Java', 'Data Visualization']"
AI00253,AI Architect,81300,CHF,EN,CT,Switzerland,S,Switzerland,0,"SQL, Python, Scala",Master,0,Energy,2024-04-26,2024-06-02,1225,9.0,AI Innovations,"['SQL', 'Python', 'Scala']"
AI00254,Machine Learning Engineer,89201,USD,EX,CT,China,L,Colombia,0,"Kubernetes, Mathematics, Data Visualization, SQL",Master,16,Gaming,2025-02-15,2025-03-15,1146,5.7,TechCorp Inc,"['Kubernetes', 'Mathematics', 'Data Visualization', 'SQL']"
AI00255,Robotics Engineer,123827,CHF,MI,CT,Switzerland,M,Switzerland,0,"Mathematics, GCP, AWS, SQL, NLP",Master,4,Telecommunications,2025-01-14,2025-03-11,543,8.3,Quantum Computing Inc,"['Mathematics', 'GCP', 'AWS', 'SQL', 'NLP']"
AI00256,AI Product Manager,321014,USD,EX,FL,Denmark,M,Denmark,100,"Hadoop, Scala, MLOps",Master,16,Finance,2024-04-02,2024-06-13,1990,5.3,Neural Networks Co,"['Hadoop', 'Scala', 'MLOps']"
AI00257,ML Ops Engineer,195690,USD,EX,PT,Ireland,L,Ireland,100,"Azure, Kubernetes, PyTorch",Associate,11,Education,2024-01-15,2024-03-12,1481,6.2,Neural Networks Co,"['Azure', 'Kubernetes', 'PyTorch']"
AI00258,AI Software Engineer,88109,SGD,MI,FL,Singapore,M,South Korea,100,"SQL, Hadoop, Tableau, Spark",Bachelor,2,Government,2025-03-24,2025-06-01,2164,9.9,AI Innovations,"['SQL', 'Hadoop', 'Tableau', 'Spark']"
AI00259,Deep Learning Engineer,93310,EUR,SE,PT,Germany,S,Germany,0,"TensorFlow, Statistics, Mathematics",Associate,8,Retail,2024-08-24,2024-10-22,1732,5.5,Smart Analytics,"['TensorFlow', 'Statistics', 'Mathematics']"
AI00260,Deep Learning Engineer,180162,EUR,EX,FL,Netherlands,S,Netherlands,100,"PyTorch, Java, Spark, NLP",Associate,12,Technology,2024-03-06,2024-04-29,2049,9.7,Autonomous Tech,"['PyTorch', 'Java', 'Spark', 'NLP']"
AI00261,Deep Learning Engineer,324764,CHF,EX,PT,Switzerland,M,Switzerland,0,"TensorFlow, Kubernetes, Docker, Tableau, Scala",Associate,14,Manufacturing,2024-08-05,2024-10-03,1915,8.2,Quantum Computing Inc,"['TensorFlow', 'Kubernetes', 'Docker', 'Tableau', 'Scala']"
AI00262,AI Consultant,57105,SGD,EN,FT,Singapore,M,India,0,"Scala, Data Visualization, Python, GCP",Associate,1,Telecommunications,2024-05-26,2024-08-01,2453,6.9,DataVision Ltd,"['Scala', 'Data Visualization', 'Python', 'GCP']"
AI00263,Research Scientist,131121,USD,EX,PT,Finland,M,South Africa,100,"Data Visualization, R, Kubernetes",Bachelor,11,Education,2024-10-02,2024-12-04,1707,7.3,Digital Transformation LLC,"['Data Visualization', 'R', 'Kubernetes']"
AI00264,NLP Engineer,87993,USD,SE,FL,Israel,S,Netherlands,50,"MLOps, Deep Learning, Azure, Kubernetes",Associate,6,Real Estate,2024-11-10,2025-01-04,1598,9.4,Cognitive Computing,"['MLOps', 'Deep Learning', 'Azure', 'Kubernetes']"
AI00265,Data Analyst,77654,EUR,EN,CT,Austria,L,Austria,50,"PyTorch, Hadoop, Tableau, Docker",Associate,1,Retail,2024-10-11,2024-12-03,1681,7.7,Neural Networks Co,"['PyTorch', 'Hadoop', 'Tableau', 'Docker']"
AI00266,Machine Learning Engineer,47769,AUD,EN,PT,Australia,S,Australia,50,"Java, Python, Data Visualization, Docker",Master,1,Transportation,2024-02-24,2024-04-01,2173,5.2,Neural Networks Co,"['Java', 'Python', 'Data Visualization', 'Docker']"
AI00267,NLP Engineer,112750,GBP,SE,PT,United Kingdom,S,United Kingdom,100,"Git, Statistics, Spark",Master,8,Real Estate,2024-04-14,2024-05-15,529,5.5,Predictive Systems,"['Git', 'Statistics', 'Spark']"
AI00268,AI Architect,63413,USD,EN,PT,Denmark,S,Denmark,0,"Tableau, Hadoop, Statistics, MLOps",Associate,0,Gaming,2024-06-11,2024-08-09,2014,7.5,DataVision Ltd,"['Tableau', 'Hadoop', 'Statistics', 'MLOps']"
